transacao_id,id_incremental,produto,quantidade,preco_unitario,valor_total,metodo_pagamento,localidade,data_transacao
TXN_8838566,8838566,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-07-25
TXN_7670699,7670699,Juice,1,3.0,3.0,Cash,In-Store,2023-12-24
TXN_7423885,7423885,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-09-06
TXN_3112013,3112013,Sandwich,5,4.0,20.0,Cash,In-Store,2023-01-06
TXN_7786787,7786787,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-07-08
TXN_8566683,8566683,Smoothie,4,4.0,16.0,Cash,Takeaway,2023-08-09
TXN_2784588,2784588,Juice,2,3.0,6.0,Cash,Takeaway,2023-03-26
TXN_9841397,9841397,Coffee,4,2.0,8.0,Cash,In-Store,2023-12-28
TXN_8933679,8933679,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-09-24
TXN_8578861,8578861,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-05-16
TXN_4807037,4807037,Salad,5,5.0,25.0,Cash,In-Store,2023-12-08
TXN_3312653,3312653,Cookie,5,1.0,5.0,Cash,Takeaway,2023-12-09
TXN_7854306,7854306,Sandwich,1,4.0,4.0,Cash,In-Store,2023-09-17
TXN_2398895,2398895,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-04-04
TXN_8724711,8724711,Salad,3,5.0,15.0,Cash,In-Store,2023-02-07
TXN_8261380,8261380,Cake,3,3.0,9.0,Cash,In-Store,2023-10-01
TXN_4799873,4799873,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-03-04
TXN_3014261,3014261,Salad,4,5.0,20.0,Cash,In-Store,2023-11-29
TXN_4312977,4312977,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-03-15
TXN_7176851,7176851,Tea,4,1.5,6.0,Credit Card,Takeaway,2023-11-20
TXN_6632882,6632882,Smoothie,1,4.0,4.0,Digital Wallet,In-Store,2023-04-30
TXN_7775016,7775016,Sandwich,5,4.0,20.0,Cash,In-Store,2023-09-27
TXN_5124080,5124080,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-01-14
TXN_7089316,7089316,Tea,2,1.5,3.0,Cash,In-Store,2023-11-27
TXN_6850528,6850528,Cookie,3,1.0,3.0,Cash,In-Store,2023-10-13
TXN_4858908,4858908,Cake,2,3.0,6.0,Cash,In-Store,2023-02-11
TXN_5172164,5172164,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-09-13
TXN_3373078,3373078,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-12-01
TXN_7701878,7701878,Smoothie,4,4.0,16.0,Credit Card,In-Store,2023-08-11
TXN_2931198,2931198,Cake,2,3.0,6.0,Credit Card,In-Store,2023-04-21
TXN_6980463,6980463,Salad,1,5.0,5.0,Digital Wallet,In-Store,2023-09-03
TXN_4310629,4310629,Cake,3,3.0,9.0,Credit Card,Takeaway,2023-10-02
TXN_3781198,3781198,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-11-04
TXN_5525916,5525916,Coffee,2,2.0,4.0,Cash,Takeaway,2023-03-02
TXN_4297979,4297979,Coffee,1,2.0,2.0,Digital Wallet,In-Store,2023-08-14
TXN_1686323,1686323,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-11-30
TXN_6225571,6225571,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-09-13
TXN_8117583,8117583,Salad,1,5.0,5.0,Cash,In-Store,2023-02-25
TXN_3483911,3483911,Salad,1,5.0,5.0,Digital Wallet,Takeaway,2023-07-10
TXN_4417257,4417257,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-05-06
TXN_2871592,2871592,Cookie,4,1.0,4.0,Cash,In-Store,2023-08-07
TXN_8283199,8283199,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-01-23
TXN_7029944,7029944,Cookie,2,1.0,2.0,Cash,Takeaway,2023-04-17
TXN_9791421,9791421,Sandwich,1,4.0,4.0,Cash,Takeaway,2023-07-15
TXN_7359566,7359566,Coffee,1,2.0,2.0,Cash,In-Store,2023-04-06
TXN_4813580,4813580,Sandwich,3,4.0,12.0,Digital Wallet,Takeaway,2023-04-15
TXN_4583957,4583957,Cookie,2,1.0,2.0,Credit Card,Takeaway,2023-10-08
TXN_8847610,8847610,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-12-06
TXN_9817102,9817102,Coffee,3,2.0,6.0,Credit Card,In-Store,2023-02-22
TXN_5811955,5811955,Salad,2,5.0,10.0,Credit Card,Takeaway,2023-06-29
TXN_3039985,3039985,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-04-08
TXN_1193221,1193221,Tea,3,1.5,4.5,Credit Card,In-Store,2023-10-21
TXN_6699408,6699408,Cookie,5,1.0,5.0,Cash,Takeaway,2023-12-22
TXN_6400351,6400351,Juice,2,3.0,6.0,Digital Wallet,Takeaway,2023-08-11
TXN_7343062,7343062,Sandwich,5,4.0,20.0,Digital Wallet,In-Store,2023-08-11
TXN_2535099,2535099,Sandwich,5,4.0,20.0,Credit Card,In-Store,2023-02-10
TXN_2951148,2951148,Sandwich,4,4.0,16.0,Cash,In-Store,2023-02-21
TXN_1294101,1294101,Tea,5,1.5,7.5,Digital Wallet,Takeaway,2023-03-31
TXN_4336247,4336247,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-03-03
TXN_1356599,1356599,Cookie,2,1.0,2.0,Cash,Takeaway,2023-12-14
TXN_4568452,4568452,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-01-14
TXN_5036856,5036856,Coffee,5,2.0,10.0,Cash,In-Store,2023-03-27
TXN_8043218,8043218,Salad,2,5.0,10.0,Cash,In-Store,2023-10-23
TXN_4026277,4026277,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-08-27
TXN_9918597,9918597,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-10-17
TXN_3460926,3460926,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-03-25
TXN_8872997,8872997,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-01-31
TXN_9089797,9089797,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-09-19
TXN_8978004,8978004,Coffee,2,2.0,4.0,Digital Wallet,In-Store,2023-04-01
TXN_9679889,9679889,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-06-18
TXN_4077799,4077799,Cake,4,3.0,12.0,Digital Wallet,Takeaway,2023-08-12
TXN_2084080,2084080,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-09-22
TXN_8046057,8046057,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-11-24
TXN_3752448,3752448,Cake,5,3.0,15.0,Digital Wallet,Takeaway,2023-05-16
TXN_3847405,3847405,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-06-15
TXN_5103644,5103644,Cake,4,3.0,12.0,Credit Card,Takeaway,2023-04-17
TXN_8925566,8925566,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-08-07
TXN_1679800,1679800,Smoothie,4,4.0,16.0,Cash,In-Store,2023-10-17
TXN_3785678,3785678,Tea,1,1.5,1.5,Credit Card,Takeaway,2023-03-13
TXN_2289122,2289122,Smoothie,4,4.0,16.0,Cash,In-Store,2023-08-20
TXN_2988434,2988434,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-12-09
TXN_7327362,7327362,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-06-29
TXN_6000890,6000890,Coffee,3,2.0,6.0,Digital Wallet,In-Store,2023-01-06
TXN_7420434,7420434,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-07-16
TXN_1556046,1556046,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-04-09
TXN_7129511,7129511,Coffee,5,2.0,10.0,Cash,Takeaway,2023-10-29
TXN_6324434,6324434,Coffee,4,2.0,8.0,Cash,Takeaway,2023-12-04
TXN_6455325,6455325,Juice,4,3.0,12.0,Credit Card,In-Store,2023-01-05
TXN_6682253,6682253,Tea,5,1.5,7.5,Cash,In-Store,2023-02-17
TXN_7819240,7819240,Smoothie,5,4.0,20.0,Cash,In-Store,2023-03-06
TXN_4451380,4451380,Cookie,3,1.0,3.0,Digital Wallet,In-Store,2023-07-10
TXN_3706167,3706167,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-10-02
TXN_7414587,7414587,Tea,3,1.5,4.5,Cash,Takeaway,2023-03-22
TXN_4315166,4315166,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-10
TXN_2503128,2503128,Cake,1,3.0,3.0,Cash,In-Store,2023-01-12
TXN_5726114,5726114,Smoothie,3,4.0,12.0,Digital Wallet,Takeaway,2023-07-14
TXN_7480940,7480940,Coffee,2,2.0,4.0,Cash,In-Store,2023-01-25
TXN_5036614,5036614,Smoothie,4,4.0,16.0,Digital Wallet,In-Store,2023-10-10
TXN_1417291,1417291,Juice,4,3.0,12.0,Digital Wallet,In-Store,2023-05-11
TXN_1231531,1231531,Coffee,5,2.0,10.0,Digital Wallet,In-Store,2023-07-24
TXN_8754977,8754977,Sandwich,3,4.0,12.0,Digital Wallet,In-Store,2023-10-24
TXN_2052060,2052060,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-11-07
TXN_9576454,9576454,Juice,1,3.0,3.0,Credit Card,In-Store,2023-09-23
TXN_7907259,7907259,Cake,1,3.0,3.0,Digital Wallet,Takeaway,2023-10-19
TXN_6021173,6021173,Juice,5,3.0,15.0,Cash,Takeaway,2023-12-16
TXN_6272473,6272473,Coffee,4,2.0,8.0,Cash,Takeaway,2023-03-06
TXN_5243032,5243032,Cookie,1,1.0,1.0,Cash,Takeaway,2023-08-24
TXN_7680197,7680197,Cookie,5,1.0,5.0,Cash,Takeaway,2023-09-23
TXN_8773639,8773639,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-02-20
TXN_5960979,5960979,Coffee,5,2.0,10.0,Digital Wallet,In-Store,2023-05-03
TXN_7894534,7894534,Tea,3,1.5,4.5,Credit Card,In-Store,2023-03-16
TXN_5720183,5720183,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-05-30
TXN_6382322,6382322,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-12-14
TXN_7728415,7728415,Tea,5,1.5,7.5,Credit Card,In-Store,2023-12-28
TXN_5285171,5285171,Sandwich,5,4.0,20.0,Cash,Takeaway,2023-12-11
TXN_2999220,2999220,Smoothie,4,4.0,16.0,Digital Wallet,Takeaway,2023-02-23
TXN_6680963,6680963,Sandwich,2,4.0,8.0,Credit Card,Takeaway,2023-08-01
TXN_2308317,2308317,Coffee,2,2.0,4.0,Digital Wallet,Takeaway,2023-11-13
TXN_2276722,2276722,Salad,2,5.0,10.0,Cash,Takeaway,2023-12-21
TXN_2519044,2519044,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-05-20
TXN_2851147,2851147,Salad,2,5.0,10.0,Digital Wallet,In-Store,2023-06-24
TXN_5220523,5220523,Juice,3,3.0,9.0,Cash,Takeaway,2023-01-30
TXN_5934526,5934526,Coffee,5,2.0,10.0,Credit Card,In-Store,2023-05-27
TXN_8935939,8935939,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-03-27
TXN_1781777,1781777,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-10-26
TXN_1707251,1707251,Sandwich,2,4.0,8.0,Digital Wallet,Takeaway,2023-10-06
TXN_5747859,5747859,Cake,1,3.0,3.0,Credit Card,Takeaway,2023-03-13
TXN_3884527,3884527,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-06-06
TXN_9072517,9072517,Smoothie,2,4.0,8.0,Credit Card,Takeaway,2023-01-09
TXN_4378200,4378200,Tea,5,1.5,7.5,Credit Card,In-Store,2023-09-04
TXN_3918998,3918998,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-12-18
TXN_3875049,3875049,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-09-15
TXN_5400266,5400266,Tea,3,1.5,4.5,Digital Wallet,Takeaway,2023-06-14
TXN_2402978,2402978,Cookie,3,1.0,3.0,Credit Card,In-Store,2023-01-21
TXN_1148874,1148874,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-09-18
TXN_6718205,6718205,Smoothie,2,4.0,8.0,Digital Wallet,Takeaway,2023-06-30
TXN_6899576,6899576,Salad,2,5.0,10.0,Digital Wallet,Takeaway,2023-10-26
TXN_1072232,1072232,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-01-07
TXN_7139053,7139053,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-09-12
TXN_4385240,4385240,Cookie,4,1.0,4.0,Cash,Takeaway,2023-02-10
TXN_5743619,5743619,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-11-07
TXN_8211146,8211146,Sandwich,5,4.0,20.0,Digital Wallet,Takeaway,2023-04-30
TXN_9943917,9943917,Sandwich,3,4.0,12.0,Credit Card,In-Store,2023-01-16
TXN_5852244,5852244,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-10-15
TXN_3995266,3995266,Sandwich,1,4.0,4.0,Credit Card,In-Store,2023-04-21
TXN_3263746,3263746,Coffee,1,2.0,2.0,Cash,Takeaway,2023-11-14
TXN_7430227,7430227,Cake,3,3.0,9.0,Cash,In-Store,2023-07-24
TXN_8700466,8700466,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-04-29
TXN_2190325,2190325,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-03-10
TXN_5677869,5677869,Juice,5,3.0,15.0,Cash,In-Store,2023-11-19
TXN_3436462,3436462,Salad,2,5.0,10.0,Credit Card,In-Store,2023-06-29
TXN_7388752,7388752,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-08-28
TXN_9720012,9720012,Smoothie,5,4.0,20.0,Cash,In-Store,2023-09-25
TXN_7605154,7605154,Juice,5,3.0,15.0,Cash,In-Store,2023-09-09
TXN_4325648,4325648,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-05-04
TXN_7151374,7151374,Tea,4,1.5,6.0,Credit Card,In-Store,2023-07-30
TXN_6496506,6496506,Juice,1,3.0,3.0,Digital Wallet,In-Store,2023-01-11
TXN_3222677,3222677,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-12-16
TXN_9942517,9942517,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-04-29
TXN_8735418,8735418,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-03-03
TXN_6347670,6347670,Tea,2,1.5,3.0,Digital Wallet,In-Store,2023-06-24
TXN_8848847,8848847,Cookie,3,1.0,3.0,Cash,Takeaway,2023-08-15
TXN_4413776,4413776,Coffee,5,2.0,10.0,Cash,Takeaway,2023-07-21
TXN_9382596,9382596,Smoothie,5,4.0,20.0,Credit Card,Takeaway,2023-11-18
TXN_9480564,9480564,Cookie,4,1.0,4.0,Cash,In-Store,2023-06-12
TXN_8301190,8301190,Coffee,1,2.0,2.0,Cash,Takeaway,2023-04-01
TXN_2855149,2855149,Sandwich,2,4.0,8.0,Cash,In-Store,2023-07-16
TXN_5734442,5734442,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-10-01
TXN_3644269,3644269,Cookie,5,1.0,5.0,Credit Card,Takeaway,2023-09-26
TXN_4020100,4020100,Cookie,1,1.0,1.0,Cash,In-Store,2023-08-09
TXN_1643870,1643870,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-10-07
TXN_4734216,4734216,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-11-30
TXN_4060538,4060538,Cake,2,3.0,6.0,Digital Wallet,Takeaway,2023-09-08
TXN_1853983,1853983,Tea,1,1.5,1.5,Cash,In-Store,2023-12-04
TXN_1936915,1936915,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-01-24
TXN_2911864,2911864,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-03-21
TXN_2336921,2336921,Juice,3,3.0,9.0,Digital Wallet,Takeaway,2023-05-01
TXN_6472656,6472656,Tea,3,1.5,4.5,Cash,Takeaway,2023-11-25
TXN_3494191,3494191,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-01-08
TXN_6832697,6832697,Salad,3,5.0,15.0,Credit Card,Takeaway,2023-01-21
TXN_2919225,2919225,Coffee,4,2.0,8.0,Credit Card,Takeaway,2023-02-14
TXN_2941227,2941227,Cookie,3,1.0,3.0,Cash,In-Store,2023-08-29
TXN_4475487,4475487,Smoothie,3,4.0,12.0,Cash,In-Store,2023-06-01
TXN_2352246,2352246,Smoothie,4,4.0,16.0,Credit Card,Takeaway,2023-06-20
TXN_2656162,2656162,Coffee,1,2.0,2.0,Digital Wallet,In-Store,2023-04-11
TXN_9022617,9022617,Coffee,1,2.0,2.0,Credit Card,In-Store,2023-01-23
TXN_8522571,8522571,Juice,2,3.0,6.0,Credit Card,Takeaway,2023-09-19
TXN_1894142,1894142,Sandwich,4,4.0,16.0,Cash,In-Store,2023-09-13
TXN_8885727,8885727,Tea,2,1.5,3.0,Cash,Takeaway,2023-10-05
TXN_7374304,7374304,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-05-10
TXN_9447946,9447946,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-10-21
TXN_8223689,8223689,Salad,5,5.0,25.0,Digital Wallet,In-Store,2023-09-08
TXN_2221447,2221447,Cookie,1,1.0,1.0,Credit Card,In-Store,2023-12-06
TXN_8464222,8464222,Cake,4,3.0,12.0,Cash,In-Store,2023-08-17
TXN_6815753,6815753,Cookie,4,1.0,4.0,Digital Wallet,Takeaway,2023-10-27
TXN_5269634,5269634,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-04-07
TXN_3043982,3043982,Sandwich,5,4.0,20.0,Cash,In-Store,2023-01-10
TXN_7254494,7254494,Coffee,5,2.0,10.0,Credit Card,Takeaway,2023-03-16
TXN_6164035,6164035,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-03-30
TXN_5671075,5671075,Tea,5,1.5,7.5,Cash,In-Store,2023-12-25
TXN_4856575,4856575,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-09-10
TXN_8512136,8512136,Juice,1,3.0,3.0,Cash,Takeaway,2023-08-26
TXN_3129441,3129441,Juice,3,3.0,9.0,Credit Card,In-Store,2023-05-31
TXN_3472707,3472707,Sandwich,2,4.0,8.0,Cash,Takeaway,2023-03-26
TXN_1173155,1173155,Coffee,1,2.0,2.0,Cash,In-Store,2023-03-14
TXN_3639760,3639760,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-01-29
TXN_5061028,5061028,Cookie,1,1.0,1.0,Credit Card,Takeaway,2023-05-17
TXN_6897608,6897608,Coffee,2,2.0,4.0,Credit Card,Takeaway,2023-06-28
TXN_3434549,3434549,Sandwich,5,4.0,20.0,Credit Card,Takeaway,2023-05-25
TXN_3467985,3467985,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-12-10
TXN_3526095,3526095,Sandwich,3,4.0,12.0,Cash,Takeaway,2023-08-30
TXN_8316915,8316915,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-05-30
TXN_4876685,4876685,Tea,1,1.5,1.5,Digital Wallet,Takeaway,2023-07-14
TXN_7505290,7505290,Salad,4,5.0,20.0,Digital Wallet,Takeaway,2023-10-21
TXN_9626624,9626624,Smoothie,3,4.0,12.0,Cash,In-Store,2023-10-10
TXN_9399452,9399452,Cake,4,3.0,12.0,Credit Card,In-Store,2023-12-03
TXN_1934166,1934166,Sandwich,5,4.0,20.0,Cash,In-Store,2023-03-06
TXN_5594695,5594695,Cake,3,3.0,9.0,Credit Card,In-Store,2023-01-18
TXN_8379868,8379868,Cake,3,3.0,9.0,Cash,In-Store,2023-01-16
TXN_5299440,5299440,Juice,2,3.0,6.0,Credit Card,In-Store,2023-10-21
TXN_3919225,3919225,Cake,2,3.0,6.0,Cash,In-Store,2023-03-26
TXN_3868402,3868402,Coffee,3,2.0,6.0,Cash,In-Store,2023-01-21
TXN_4624591,4624591,Salad,2,5.0,10.0,Credit Card,In-Store,2023-08-03
TXN_6456008,6456008,Salad,5,5.0,25.0,Credit Card,In-Store,2023-03-26
TXN_6235329,6235329,Salad,2,5.0,10.0,Digital Wallet,In-Store,2023-10-11
TXN_8536578,8536578,Cake,5,3.0,15.0,Digital Wallet,In-Store,2023-11-11
TXN_2156128,2156128,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-07-21
TXN_9188172,9188172,Juice,3,3.0,9.0,Digital Wallet,In-Store,2023-08-27
TXN_4788748,4788748,Sandwich,4,4.0,16.0,Credit Card,In-Store,2023-04-30
TXN_2534831,2534831,Tea,5,1.5,7.5,Cash,Takeaway,2023-08-19
TXN_5962196,5962196,Smoothie,2,4.0,8.0,Cash,Takeaway,2023-11-29
TXN_4342098,4342098,Smoothie,4,4.0,16.0,Cash,In-Store,2023-05-24
TXN_3651743,3651743,Cake,5,3.0,15.0,Cash,In-Store,2023-04-24
TXN_4411007,4411007,Cookie,5,1.0,5.0,Digital Wallet,Takeaway,2023-05-17
TXN_6026451,6026451,Juice,2,3.0,6.0,Cash,In-Store,2023-11-06
TXN_5093312,5093312,Cookie,4,1.0,4.0,Credit Card,Takeaway,2023-08-12
TXN_6685570,6685570,Tea,1,1.5,1.5,Credit Card,In-Store,2023-03-14
TXN_2355099,2355099,Salad,5,5.0,25.0,Cash,Takeaway,2023-03-18
TXN_7332192,7332192,Coffee,1,2.0,2.0,Credit Card,Takeaway,2023-11-17
TXN_6225305,6225305,Cake,1,3.0,3.0,Cash,Takeaway,2023-05-05
TXN_7606965,7606965,Juice,5,3.0,15.0,Digital Wallet,In-Store,2023-12-08
TXN_2238287,2238287,Salad,3,5.0,15.0,Digital Wallet,In-Store,2023-05-22
TXN_9667721,9667721,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-29
TXN_6317991,6317991,Cookie,5,1.0,5.0,Digital Wallet,In-Store,2023-03-03
TXN_7866723,7866723,Sandwich,2,4.0,8.0,Credit Card,In-Store,2023-03-26
TXN_2638434,2638434,Juice,5,3.0,15.0,Credit Card,In-Store,2023-09-18
TXN_5452210,5452210,Tea,5,1.5,7.5,Digital Wallet,In-Store,2023-04-17
TXN_5337566,5337566,Cookie,5,1.0,5.0,Cash,Takeaway,2023-03-08
TXN_3341779,3341779,Tea,3,1.5,4.5,Cash,Takeaway,2023-07-30
TXN_9987017,9987017,Cookie,5,1.0,5.0,Cash,Takeaway,2023-03-14
TXN_6533576,6533576,Salad,5,5.0,25.0,Cash,In-Store,2023-08-14
TXN_5229351,5229351,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-08-14
TXN_5318263,5318263,Smoothie,1,4.0,4.0,Credit Card,Takeaway,2023-06-12
TXN_8866088,8866088,Tea,4,1.5,6.0,Digital Wallet,Takeaway,2023-07-11
TXN_7434172,7434172,Cookie,2,1.0,2.0,Digital Wallet,Takeaway,2023-11-14
TXN_6289180,6289180,Juice,1,3.0,3.0,Cash,In-Store,2023-03-14
TXN_3974663,3974663,Juice,3,3.0,9.0,Cash,Takeaway,2023-10-02
TXN_1815061,1815061,Cake,3,3.0,9.0,Digital Wallet,In-Store,2023-01-20
TXN_9522690,9522690,Cookie,4,1.0,4.0,Credit Card,In-Store,2023-07-23
TXN_2858635,2858635,Sandwich,1,4.0,4.0,Digital Wallet,In-Store,2023-09-28
TXN_7136372,7136372,Juice,3,3.0,9.0,Credit Card,Takeaway,2023-09-22
TXN_5790695,5790695,Tea,5,1.5,7.5,Credit Card,Takeaway,2023-04-24
TXN_3277936,3277936,Tea,2,1.5,3.0,Digital Wallet,Takeaway,2023-06-21
TXN_5968705,5968705,Sandwich,3,4.0,12.0,Credit Card,Takeaway,2023-12-16
TXN_7749759,7749759,Tea,1,1.5,1.5,Digital Wallet,In-Store,2023-12-26
TXN_5303464,5303464,Juice,4,3.0,12.0,Cash,Takeaway,2023-10-26
TXN_5324330,5324330,Salad,3,5.0,15.0,Digital Wallet,Takeaway,2023-11-20
TXN_5862289,5862289,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-01-05
TXN_9699948,9699948,Coffee,5,2.0,10.0,Cash,In-Store,2023-04-18
TXN_8187087,8187087,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-01-31
TXN_5409141,5409141,Coffee,5,2.0,10.0,Cash,Takeaway,2023-02-02
TXN_9952479,9952479,Sandwich,1,4.0,4.0,Digital Wallet,Takeaway,2023-12-06
TXN_7207901,7207901,Smoothie,2,4.0,8.0,Digital Wallet,In-Store,2023-12-11
TXN_4321091,4321091,Smoothie,2,4.0,8.0,Cash,In-Store,2023-06-15
TXN_2790608,2790608,Juice,1,3.0,3.0,Cash,In-Store,2023-12-18
TXN_6231475,6231475,Salad,2,5.0,10.0,Credit Card,In-Store,2023-03-18
TXN_2631423,2631423,Cookie,3,1.0,3.0,Cash,Takeaway,2023-01-07
TXN_5649204,5649204,Smoothie,1,4.0,4.0,Cash,In-Store,2023-03-05
TXN_2066115,2066115,Salad,4,5.0,20.0,Credit Card,In-Store,2023-08-18
TXN_7986904,7986904,Cookie,3,1.0,3.0,Credit Card,Takeaway,2023-08-11
TXN_4633457,4633457,Salad,1,5.0,5.0,Credit Card,Takeaway,2023-05-21
TXN_9368550,9368550,Cake,3,3.0,9.0,Digital Wallet,Takeaway,2023-09-26
TXN_5131404,5131404,Sandwich,4,4.0,16.0,Credit Card,Takeaway,2023-06-18
TXN_6219454,6219454,Tea,1,1.5,1.5,Cash,In-Store,2023-11-14
TXN_3478329,3478329,Tea,3,1.5,4.5,Digital Wallet,In-Store,2023-10-29
TXN_5571904,5571904,Salad,5,5.0,25.0,Digital Wallet,Takeaway,2023-08-05
TXN_5537621,5537621,Juice,4,3.0,12.0,Digital Wallet,Takeaway,2023-02-28
TXN_8626720,8626720,Juice,4,3.0,12.0,Cash,Takeaway,2023-06-02
TXN_2086841,2086841,Salad,4,5.0,20.0,Credit Card,In-Store,2023-03-16
TXN_9944141,9944141,Juice,5,3.0,15.0,Credit Card,Takeaway,2023-07-18
TXN_2438638,2438638,Cake,2,3.0,6.0,Credit Card,Takeaway,2023-08-12
TXN_7864482,7864482,Sandwich,1,4.0,4.0,Credit Card,Takeaway,2023-01-28
TXN_5125759,5125759,Coffee,3,2.0,6.0,Digital Wallet,Takeaway,2023-06-15
TXN_7321946,7321946,Cake,3,3.0,9.0,Cash,Takeaway,2023-02-12
TXN_4336291,4336291,Salad,5,5.0,25.0,Cash,In-Store,2023-03-25
TXN_1084222,1084222,Coffee,4,2.0,8.0,Digital Wallet,In-Store,2023-06-03
TXN_8025478,8025478,Sandwich,4,4.0,16.0,Cash,Takeaway,2023-01-24
TXN_7872478,7872478,Juice,4,3.0,12.0,Credit Card,In-Store,2023-04-25
TXN_2550923,2550923,Cake,2,3.0,6.0,Cash,Takeaway,2023-08-26
TXN_2682803,2682803,Cake,5,3.0,15.0,Credit Card,Takeaway,2023-04-09
TXN_9868114,9868114,Smoothie,2,4.0,8.0,Credit Card,In-Store,2023-11-12
TXN_5549557,5549557,Cake,2,3.0,6.0,Cash,In-Store,2023-02-27
TXN_1058466,1058466,Cookie,3,1.0,3.0,Digital Wallet,Takeaway,2023-12-07
TXN_9596023,9596023,Coffee,5,2.0,10.0,Digital Wallet,Takeaway,2023-11-30
TXN_4846406,4846406,Cookie,3,1.0,3.0,Cash,In-Store,2023-05-22
TXN_8917300,8917300,Cookie,1,1.0,1.0,Cash,Takeaway,2023-03-04
TXN_8131533,8131533,Cake,1,3.0,3.0,Cash,In-Store,2023-07-18
